account,date,dunk_line,punch,target,source,views,video_id
whitehouse,20260104,Don't play games with this president in office.,up (powerful figure),US adversaries,speech,18400000,7591331492471655735
whitehouse,20260105,"I like the direction you're going in, but I think we need to channel this energy into something more constructive.",own-side (gloat),Donald Trump,sound,4600000,7591998660292971806
whitehouse,20260106,“I take responsibility” - Nancy Patricia Pelosi,up (powerful figure),Nancy Pelosi,caption,7300000,7592371562431483191
whitehouse,20260106,Shut up!,up (powerful figure),The journalist asking the question,overlay,7300000,7592371562431483191
whitehouse,20260106,Why are you coming here with Republican talking points as if you're a serious journalist?,up (powerful figure),The journalist asking the question,overlay,7300000,7592371562431483191
whitehouse,20260106,I take responsibility for not having them,up (powerful figure),Nancy Pelosi,speech,7300000,7592371562431483191
whitehouse,20260106,Damn!,up (powerful figure),Nancy Pelosi,sound,7300000,7592371562431483191
whitehouse,20260108,fake news,lateral (institution),the media,caption,3100000,7593074167298215182
whitehouse,20260108,that's one way to put it.,lateral (institution),CNN / The media,speech,3100000,7593074167298215182
whitehouse,20260108,"The way that the media, by and large, has reported this story has been an absolute disgrace.",lateral (institution),the media,speech,3100000,7593074167298215182
whitehouse,20260108,"a group of left-wing radicals have been working tirelessly, sometimes using domestic terror techniques",up (powerful figure),The unnamed U.S. citizen and her associates,speech,3100000,7593074167298215182
whitehouse,20260108,many people in this room have been lying about this attack.,lateral (institution),the media,speech,3100000,7593074167298215182
whitehouse,20260115,We heard 2026 is the new 2016,up (powerful figure),Political opponents,overlay,1800000,7595646774065384717
whitehouse,20260120,Nicolas Maduro on board the USS Iwo Jima.,up (powerful figure),Nicolás Maduro,overlay,879400,7597486693071080734
whitehouse,20260120,he's the worst president in the history of our country,up (powerful figure),Joe Biden,speech,879400,7597486693071080734
whitehouse,20260120,That's okay. You can just say yes. Okay. It's easier. It's easier than explaining it.,lateral (institution),the media,speech,879400,7597486693071080734
whitehouse,20260120,I think there's something wrong with him.,up (powerful figure),Tim Walz,speech,879400,7597486693071080734
whitehouse,20260123,LOUDER FOR THE PEOPLE IN THE BACK 🗣️,up (powerful figure),the people in the back,caption,3600000,7598396185019288887
whitehouse,20260123,What the fuck?,own-side (gloat),Donald Trump's political opponents,sound,3600000,7598396185019288887
whitehouse,20260123,He cheated!,own-side (gloat),Donald Trump's political opponents,sound,3600000,7598396185019288887
whitehouse,20260124,Kind of a big deal,up (powerful figure),political opponents,caption,2300000,7598783230824746254
whitehouse,20260124,We kick butt.,up (powerful figure),political opponents,sound,2300000,7598783230824746254
whitehouse,20260124,"Oh, you're welcome.",up (powerful figure),political opponents,sound,2300000,7598783230824746254
whitehouse,20260124,You think you can do what I do?,up (powerful figure),political opponents,sound,2300000,7598783230824746254
whitehouse,20260124,I'm kind of a big deal.,up (powerful figure),political opponents,sound,2300000,7598783230824746254
whitehouse,20260127,FEELIN ICY ❄️,down (vulnerable),undocumented immigrants being deported,caption,8000000,7600113052616281375
whitehouse,20260127,The deportations of criminal illegals will continue.,lateral (institution),critics of the administration's immigration policies,caption,8000000,7600113052616281375
whitehouse,20260127,It's a little bit icy.,down (vulnerable),undocumented immigrants being deported,speech,8000000,7600113052616281375
whitehouse,20260127,ICE,down (vulnerable),undocumented immigrants being deported,overlay,8000000,7600113052616281375
whitehouse,20260127,MINNESOTA WORST OF WORST,down (vulnerable),the arrested individuals shown,overlay,8000000,7600113052616281375
whitehouse,20260127,CRIMINAL ILLEGAL ALIEN ARRESTED,down (vulnerable),the arrested individuals shown,overlay,8000000,7600113052616281375
whitehouse,20260203,A secure border? F@$K YA BROTHER 🦅,up (powerful figure),Joe Biden,caption,5300000,7602696263494159629
whitehouse,20260203,Fuckin' hell yeah brother,up (powerful figure),Joe Biden,sound,5300000,7602696263494159629
whitehouse,20260205,dems + illegal criminals = ❤️❤️❤️,lateral (institution),Democratic Party,caption,2300000,7603488846331841805
whitehouse,20260205,Democrats 🤝 Illegal Criminals,lateral (institution),Democratic Party,overlay,2300000,7603488846331841805
whitehouse,20260208,WARNING: President Trump is putting America FIRST,own-side (gloat),Donald Trump's opponents,caption,550400,7604531619118042381
whitehouse,20260208,THE LITERAL WORST OF THE WORST ILLEGAL ALIENS,down (vulnerable),Undocumented immigrants,overlay,550400,7604531619118042381
whitehouse,20260208,HOW DARE HE?,own-side (gloat),Critics of Donald Trump,overlay,550400,7604531619118042381
whitehouse,20260208,radical Democrats' price hikes,lateral (institution),Democrats,speech,550400,7604531619118042381
whitehouse,20260208,the D.C. swamp,up (powerful figure),The D.C. establishment,speech,550400,7604531619118042381
whitehouse,20260210,That's who you guys are protecting.,up (powerful figure),Critics of ICE,speech,1600000,7605329828107128077
whitehouse,20260211,You need an ID for so many things! (except voting in the U.S.),up (powerful figure),opponents of voter ID laws,overlay,686900,7605734083435449614
whitehouse,20260211,So... why not elections?,up (powerful figure),opponents of voter ID laws,overlay,686900,7605734083435449614
whitehouse,20260212,actions > words,lateral (institution),Democratic Party,overlay,681900,7606072209991322910
whitehouse,20260212,So today I want to talk about the term gaslighting.,lateral (institution),Democratic Party,speech,681900,7606072209991322910
whitehouse,20260214,Auto start-stop is officially dead.,up (powerful figure),The 'auto start-stop' car feature,caption,7800000,7606524126735453454
whitehouse,20260214,LEAVING AUTO STOP IN THE DUST...,up (powerful figure),Liberals,overlay,7800000,7606524126735453454
whitehouse,20260216,say less,up (powerful figure),Political opponents,caption,5400000,7607504556402019597
whitehouse,20260217,Exhaustinggg work,lateral (institution),Democratic Party,caption,447500,7607892078386875661
whitehouse,20260217,Democrats after ruining our country for four years straight:,lateral (institution),Democratic Party,overlay,447500,7607892078386875661
whitehouse,20260217,Rest I need.,lateral (institution),Democratic Party,overlay,447500,7607892078386875661
whitehouse,20260217,Rest.,lateral (institution),Democratic Party,overlay,447500,7607892078386875661
whitehouse,20260218,Happy Wednesday to all except those who hate and destroy everything t...,down (vulnerable),political opponents,caption,419500,7608240375274163469
whitehouse,20260218,no I'm taking care of business.,own-side (gloat),Critics of Donald Trump,sound,419500,7608240375274163469
whitehouse,20260218,"...so nice in allowing our Country to be divided, disrupted, carved up, murdered, beaten, mugged, and laughed at...",down (vulnerable),Political establishment / opponents,overlay,419500,7608240375274163469
whitehouse,20260218,"The seriously retarded Governor of Minnesota, Tim Walz",down (vulnerable),Tim Walz,overlay,419500,7608240375274163469
whitehouse,20260218,"the worst ""Congressman/woman"" in our Country, Ilhan Omar",down (vulnerable),Ilhan Omar,overlay,419500,7608240375274163469
whitehouse,20260218,who probably came into the U.S.A. illegally in that you are not allowed to marry your brother,down (vulnerable),Ilhan Omar,overlay,419500,7608240375274163469
whitehouse,20260218,"her place of origin is a decadent, backward, and crime ridden nation",down (vulnerable),Somalia,overlay,419500,7608240375274163469
whitehouse,20260218,Sleepy Joe Biden's Autopen,down (vulnerable),Joe Biden,overlay,419500,7608240375274163469
whitehouse,20260218,"foolish countries throughout the World, for being ""Politically Correct;"" and just STUPID",down (vulnerable),Other countries and Political Correctness,overlay,419500,7608240375274163469
whitehouse,20260218,Perhaps the worst question to have ever been asked. 🤡🤡,lateral (institution),the media,caption,1100000,7608294530831387918
whitehouse,20260218,FAKE NEWS!,lateral (institution),the media,caption,1100000,7608294530831387918
whitehouse,20260218,"YOU'RE KIDDING, RIGHT?",lateral (institution),the media,overlay,1100000,7608294530831387918
whitehouse,20260218,RADICAL DEMOCRATS,lateral (institution),Democratic Party,overlay,1100000,7608294530831387918
whitehouse,20260218,And I'm sure there's many people in this room and on network television across the country who have accused him of the same.,lateral (institution),the media,speech,1100000,7608294530831387918
whitehouse,20260218,Did someone say four more? 👀,up (powerful figure),Political opponents,caption,805300,7608334707461295374
whitehouse,20260218,Four more years!,up (powerful figure),Political opponents,speech,805300,7608334707461295374
whitehouse,20260221,CANT. STOP. WINNING,up (powerful figure),opponents,caption,1800000,7609107196470775053
whitehouse,20260221,"See you Sunday, Canada",up (powerful figure),Canada,caption,1800000,7609107196470775053
whitehouse,20260221,"We're going to win so much, you may even get tired of winning, and you'll say, please, please, it's too much winning. We can't take it anymore. Mr. President, it's too much.",up (powerful figure),opponents,speech,1800000,7609107196470775053
whitehouse,20260222,Silver does NOT shine just as bright,other,Canada,caption,12800000,7609740037386702093
whitehouse,20260222,teach those maple syrup eating f***s a lesson.,other,Canada,speech,12800000,7609740037386702093
whitehouse,20260222,"Canada, we own you, Lil Bro.",other,Canada,speech,12800000,7609740037386702093
whitehouse,20260225,DEMOCRATS RUDELY INTERRUPT THE SPEECH,lateral (institution),Democratic Party,overlay,426600,7610609692741487885
whitehouse,20260225,"""THE BORDER IS SECURE""",up (powerful figure),Joe Biden,overlay,426600,7610609692741487885
whitehouse,20260225,"(HALF) THE CROWD CHANTS ""USA! USA! USA!""",lateral (institution),Democratic Party,overlay,426600,7610609692741487885
whitehouse,20260225,"""ECONOMY IS SO HOT!""",up (powerful figure),Joe Biden,overlay,426600,7610609692741487885
whitehouse,20260225,"SAYS ""AMERICA IS BACK""",up (powerful figure),Joe Biden,overlay,426600,7610609692741487885
whitehouse,20260225,SOMEONE WHO MARRIED BROTHER IN THE AUDIENCE,lateral (institution),A Democratic congressperson,overlay,426600,7610609692741487885
whitehouse,20260225,DEMOCRATS GET MOGGED BY POTUS,lateral (institution),Democratic Party,overlay,426600,7610609692741487885
whitehouse,20260225,WEAK DEMOCRATS STAGE FAILED WALK-OUT,lateral (institution),Democratic Party,overlay,426600,7610609692741487885
whitehouse,20260225,A CONFUSED JOE BIDEN MISTAKENLY SHOWS UP TO DELIVER SPEECH,up (powerful figure),Joe Biden,overlay,426600,7610609692741487885
whitehouse,20260225,FAKE NEWS IMMEDIATELY COMPLAINS ABOUT THE SPEECH,lateral (institution),the media,overlay,426600,7610609692741487885
whitehouse,20260225,SCHUMER OR JEFFRIES WEAR A SOMBRERO,up (powerful figure),Chuck Schumer; Hakeem Jeffries,overlay,426600,7610609692741487885
whitehouse,20260225,DEMOCRATS STAY SEATED WHEN ANGEL FAMILIES ARE RECOGNIZED,lateral (institution),Democratic Party,overlay,426600,7610609692741487885
whitehouse,20260225,"SAYS ""WE WERE A DEAD COUNTRY""",up (powerful figure),Joe Biden,overlay,426600,7610609692741487885
